room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
14838028,25900121,Entire home/apt,Venice,19,5,4,2,289
17544652,63136495,Entire home/apt,Malibu,0,0,4,1,199
945759,1776981,Entire home/apt,El Segundo,17,4.5,4,2,199
1905849,9891361,Entire home/apt,Redondo Beach,4,5,7,3,200
10882960,20495214,Entire home/apt,Santa Monica,16,4.5,4,2,180
16861419,112343209,Entire home/apt,Rancho Palos Verdes,1,0,4,2,190
14576204,90330444,Entire home/apt,Rancho Palos Verdes,7,5,4,1,199
6871468,1270782,Entire home/apt,Long Beach,1,0,6,2,189
15660185,101097907,Entire home/apt,Long Beach,2,0,5,2,199
2379697,1478130,Entire home/apt,Long Beach,14,4.5,4,1,195
11754673,16862571,Entire home/apt,Long Beach,17,4.5,6,2,200
11049032,41221625,Entire home/apt,Long Beach,10,5,2,1,200
712321,3662518,Entire home/apt,Long Beach,22,5,4,1,200
13318828,1213691,Entire home/apt,Long Beach,1,0,6,2,199
12845588,56914371,Entire home/apt,Long Beach,13,4.5,6,2,200
16853021,41183272,Entire home/apt,San Pedro,0,0,4,2,199
272472,1421694,Entire home/apt,Long Beach,109,5,4,1,199
16378594,6690484,Entire home/apt,Long Beach,6,4.5,8,3,189
15362930,50288396,Entire home/apt,Long Beach,4,5,4,2,192
2890413,6878448,Entire home/apt,Long Beach,61,5,4,2,189
14215135,16722809,Entire home/apt,Long Beach,15,5,5,3,195
16165164,6930274,Entire home/apt,Hermosa Beach,1,0,4,1,185
4308744,22365122,Entire home/apt,Redondo Beach,10,4.5,4,2,200
3851013,19857381,Entire home/apt,Palos Verdes Estates,0,0,4,2,200
14110175,82396571,Entire home/apt,Hermosa Beach,1,0,4,2,199
5636634,7356648,Entire home/apt,Redondo Beach,0,0,2,1,195
4830835,10113260,Entire home/apt,El Segundo,5,5,4,2,199
6800071,35597016,Entire home/apt,Redondo Beach,5,5,4,2,190
9789170,11662045,Entire home/apt,Torrance,7,5,4,3,200
12064710,64635682,Entire home/apt,Carson,0,0,6,2,199
12973940,44757470,Entire home/apt,Long Beach,4,5,10,5,200
242108,1270782,Entire home/apt,Long Beach,10,5,6,2,189
12877392,34469588,Entire home/apt,Long Beach,7,4.5,12,3,190
7718068,21100043,Entire home/apt,Cerritos,57,5,10,3,199
6135414,31218868,Entire home/apt,Long Beach,15,5,15,4,185
8266849,43589719,Entire home/apt,Long Beach,1,0,6,3,185
6481699,33871614,Entire home/apt,Harbor Gateway,36,5,8,3,200
14093337,51113857,Entire home/apt,Cerritos,2,0,8,4,189
13001874,71684025,Entire home/apt,Long Beach,4,5,6,4,190
11223414,11366227,Entire home/apt,Cerritos,70,4.5,16,4,199
851978,1270782,Entire home/apt,Long Beach,24,4.5,7,2,189
12309660,154181,Entire home/apt,Long Beach,2,0,8,3,200
16189275,21462450,Entire home/apt,Long Beach,0,0,3,2,200
16777403,33944201,Entire home/apt,Long Beach,2,0,2,1,200
3646194,18419978,Entire home/apt,Long Beach,41,4.5,4,2,200
8952526,37892204,Entire home/apt,Long Beach,8,5,9,4,200
15434609,2237801,Entire home/apt,Long Beach,3,4.5,4,2,199
11922285,59238592,Entire home/apt,Long Beach,13,5,8,3,200
8880267,45483796,Entire home/apt,Redondo Beach,12,4.5,6,2,190
10997634,3056187,Entire home/apt,Torrance,1,0,6,3,200
6743603,9730048,Entire home/apt,Long Beach,20,5,4,1,199
14783170,87576653,Entire home/apt,Long Beach,4,5,4,2,195
6224480,32280953,Entire home/apt,Hermosa Beach,5,4,3,1,185
14311912,87482822,Entire home/apt,Long Beach,9,5,5,2,185
3052584,15541037,Entire home/apt,Rancho Palos Verdes,6,4.5,5,3,197
9281529,7398537,Entire home/apt,Long Beach,19,5,6,3,195
16028407,104271001,Entire home/apt,Long Beach,5,5,4,1,189
4509145,23381211,Entire home/apt,Lakewood,28,4.5,6,3,198
14248332,8763731,Entire home/apt,San Pedro,7,4.5,8,3,199
5307290,5101077,Entire home/apt,Long Beach,72,5,6,3,200
13815558,58586591,Entire home/apt,Signal Hill,15,4,8,3,189
13673585,9864164,Entire home/apt,Long Beach,26,5,6,2,200
7074591,5791229,Entire home/apt,Long Beach,1,0,4,3,190
16831201,112019763,Entire home/apt,Redondo Beach,1,0,4,2,200
679695,3459337,Entire home/apt,Rolling Hills Estates,107,5,5,1,185
14453043,20189364,Entire home/apt,Long Beach,10,5,4,1,189
2228693,11366227,Entire home/apt,Long Beach,81,4.5,16,4,199
16229584,31866288,Entire home/apt,Long Beach,5,5,5,2,185
13276443,74825069,Entire home/apt,West Hills,0,0,6,3,200
15143124,31271936,Entire home/apt,Unincorporated Santa Monica Mountains,0,0,2,1,185
743217,1552932,Entire home/apt,Calabasas,0,0,3,2,200
11495834,8738384,Entire home/apt,Unincorporated Santa Monica Mountains,1,0,6,3,200
1297049,7039748,Entire home/apt,Malibu,1,0,3,1,200
14213504,24632560,Entire home/apt,Unincorporated Santa Monica Mountains,5,5,5,2,200
12173507,63136495,Entire home/apt,Malibu,29,4.5,4,1,199
9758987,3702274,Entire home/apt,Topanga,11,5,5,2,199
323093,1297024,Entire home/apt,Unincorporated Santa Monica Mountains,0,0,3,1,181
14390150,63136495,Entire home/apt,Malibu,25,4.5,4,1,199
1298276,985427,Entire home/apt,Unincorporated Santa Monica Mountains,54,5,4,2,190
12172274,63136495,Entire home/apt,Malibu,33,4.5,4,1,199
14912302,8017273,Entire home/apt,Topanga,4,4.5,5,2,200
14276120,27555397,Entire home/apt,Topanga,1,0,2,1,200
1198347,1145303,Entire home/apt,Venice,0,0,1,1,195
7903573,491877,Entire home/apt,Topanga,7,5,2,0,185
15546277,38948997,Entire home/apt,Woodland Hills,10,4.5,10,3,189
21982,84161,Entire home/apt,Santa Monica,0,0,2,1,200
8777545,14140351,Entire home/apt,Hollywood,1,0,4,2,199
15925866,30415099,Entire home/apt,Woodland Hills,0,0,8,0,200
15216224,75132011,Entire home/apt,Calabasas,0,0,6,3,200
10368814,13856090,Entire home/apt,Woodland Hills,20,4,15,5,200
420329,929190,Entire home/apt,West Hills,7,5,5,2,199
11261700,58785074,Entire home/apt,Unincorporated Santa Susana Mountains,0,0,2,0,200
15860751,101572025,Entire home/apt,Woodland Hills,1,0,10,3,199
17389274,116854158,Entire home/apt,Malibu,0,0,4,3,195
13578301,2153932,Entire home/apt,Topanga,1,0,2,1,200
990352,5438402,Entire home/apt,Unincorporated Santa Monica Mountains,39,5,4,1,200
7328646,25149253,Entire home/apt,Topanga,0,0,4,3,195
8591969,25963183,Entire home/apt,Topanga,32,5,2,1,200
1246711,6793916,Entire home/apt,Topanga,92,5,5,2,195
15358763,90653335,Entire home/apt,Tarzana,2,0,8,3,185
5947472,10832832,Entire home/apt,Canoga Park,3,5,5,2,189
4351047,11263829,Entire home/apt,Unincorporated Santa Monica Mountains,76,5,4,1,195
3991929,1458653,Entire home/apt,Venice,16,4.5,4,1,200
4191637,14383797,Entire home/apt,Manhattan Beach,6,4.5,4,1,199
13380030,76045288,Entire home/apt,Hermosa Beach,6,5,4,1,200
16016847,9543217,Entire home/apt,Playa del Rey,0,0,6,1,197
16385586,107333318,Entire home/apt,El Segundo,1,0,5,2,200
15257355,7206264,Entire home/apt,Venice,0,0,4,1,200
16708049,59371491,Entire home/apt,Malibu,0,0,3,0,200
1444904,7757570,Entire home/apt,Westwood,5,5,4,1,199
10268107,52796254,Entire home/apt,Venice,0,0,5,2,200
783234,2079258,Entire home/apt,Venice,21,4.5,4,2,197
8571709,9896419,Entire home/apt,Santa Monica,28,5,4,1,199
7695754,23118355,Entire home/apt,Playa del Rey,23,5,7,3,200
1966740,7914290,Entire home/apt,Venice,0,0,2,1,200
16782568,260228,Entire home/apt,Marina del Rey,0,0,6,2,199
12251723,9954475,Entire home/apt,Santa Monica,44,5,6,2,199
5884030,30556258,Entire home/apt,Venice,7,4.5,5,2,200
10684280,7252050,Entire home/apt,Venice,2,0,7,2,199
8273583,35330255,Entire home/apt,Venice,33,4.5,5,2,200
3810734,2628137,Entire home/apt,Venice,10,5,5,2,195
14842876,6845011,Entire home/apt,Venice,2,0,3,1,190
786044,329040,Entire home/apt,Venice,199,5,5,2,199
15872291,75791708,Entire home/apt,Venice,5,5,6,2,189
4936627,14498199,Entire home/apt,Venice,127,5,5,2,199
3875278,9722126,Entire home/apt,Del Rey,0,0,4,1,200
9478652,42722246,Entire home/apt,Santa Monica,28,4.5,6,2,200
737444,3851042,Entire home/apt,Sawtelle,10,5,3,1,189
15413315,94436944,Entire home/apt,Santa Monica,22,5,6,2,185
16017624,74339854,Entire home/apt,Santa Monica,1,0,5,3,200
255704,1261812,Entire home/apt,Venice,239,5,4,2,185
10438571,4468683,Entire home/apt,Santa Monica,46,4.5,3,1,189
13625482,30219907,Entire home/apt,Marina del Rey,3,3.5,2,2,200
13022082,39049938,Entire home/apt,Marina del Rey,5,4.5,6,2,200
14341673,87839802,Entire home/apt,Marina del Rey,1,0,4,1,185
8845349,36053891,Entire home/apt,Venice,91,4.5,6,2,199
4341518,3728049,Entire home/apt,Venice,6,5,1,1,198
12623375,7097097,Entire home/apt,Venice,47,5,4,1,199
13223524,28071899,Entire home/apt,Venice,5,5,4,2,200
3958003,7440860,Entire home/apt,Venice,83,5,2,1,185
9436096,38974403,Entire home/apt,Santa Monica,67,5,2,0,185
14487091,361961,Entire home/apt,Venice,3,5,2,1,200
8064174,16862571,Entire home/apt,Hermosa Beach,1,0,3,1,200
9417171,10532909,Entire home/apt,Manhattan Beach,3,3,4,2,199
12006433,64199212,Entire home/apt,Hermosa Beach,3,5,2,0,190
14856999,93029029,Entire home/apt,Westchester,0,0,4,1,196
8735325,45831021,Entire home/apt,Manhattan Beach,6,5,3,0,200
5784111,15021342,Entire home/apt,Hermosa Beach,34,5,4,1,195
1037211,4888105,Entire home/apt,Westchester,1,0,6,3,187
6032940,8880600,Entire home/apt,Manhattan Beach,90,5,6,2,200
14456931,14393363,Entire home/apt,Hermosa Beach,23,5,4,1,195
15166328,88407358,Entire home/apt,Marina del Rey,7,5,4,2,190
11465303,24689607,Entire home/apt,Del Rey,1,0,4,1,199
7952524,24689607,Entire home/apt,Playa Vista,1,0,6,2,199
1777169,4254885,Entire home/apt,Playa Vista,7,4.5,3,2,185
7976234,24689607,Entire home/apt,Playa Vista,2,0,4,1,199
7391213,1748673,Entire home/apt,Playa del Rey,4,3.5,5,2,199
15271520,58056241,Entire home/apt,Playa Vista,0,0,4,1,195
13298664,74953863,Entire home/apt,Marina del Rey,0,0,2,2,189
3250527,104311,Entire home/apt,Westchester,1,0,7,2,195
16308138,30283594,Entire home/apt,Marina del Rey,0,0,3,1,199
11339369,3954764,Entire home/apt,Playa del Rey,0,0,5,1,183
7149266,7335995,Entire home/apt,Del Rey,2,0,6,2,190
7748558,40731776,Entire home/apt,Marina del Rey,13,5,2,1,200
6748124,35330255,Entire home/apt,Del Rey,12,4,5,2,200
15521569,75157239,Entire home/apt,Del Rey,1,0,4,2,198
1561293,8307965,Entire home/apt,Beverlywood,0,0,4,2,200
4357944,6626059,Entire home/apt,Beverly Grove,0,0,2,2,200
15989442,25912328,Entire home/apt,Beverly Grove,0,0,4,1,200
10365374,4254885,Entire home/apt,Playa Vista,8,5,3,2,185
2187435,832281,Entire home/apt,Downtown,7,4.5,2,1,190
1393501,157662,Entire home/apt,Koreatown,1,0,3,2,200
15859091,19638006,Entire home/apt,Santa Monica,0,0,2,0,199
16723142,6707112,Entire home/apt,Santa Monica,0,0,4,2,200
14070481,25638721,Entire home/apt,Santa Monica,0,0,2,1,200
9365129,3468618,Entire home/apt,Westwood,10,4.5,1,0,200
10439970,9954475,Entire home/apt,Santa Monica,51,5,6,2,199
16846912,11878764,Entire home/apt,Santa Monica,0,0,6,2,200
11326539,9954475,Entire home/apt,Santa Monica,59,5,6,2,199
12345076,315037,Entire home/apt,Brentwood,0,0,1,1,200
17187094,88052160,Entire home/apt,Santa Monica,2,0,6,2,199
15407618,580514,Entire home/apt,Santa Monica,2,0,1,1,189
12489483,67617432,Entire home/apt,Santa Monica,2,0,3,1,195
10539008,36055146,Entire home/apt,Santa Monica,48,4.5,7,2,199
8253899,17609322,Entire home/apt,Venice,4,5,4,2,250
4155763,13856090,Entire home/apt,Mid-City,68,4.5,11,3,279
13219681,27073942,Entire home/apt,Venice,19,4.5,4,2,265
17461179,95543,Entire home/apt,Venice,0,0,4,2,269
16899482,97303284,Entire home/apt,Santa Monica,0,0,5,2,265
1491838,95543,Entire home/apt,Venice,36,4.5,4,2,269
13863814,9954475,Entire home/apt,Santa Monica,43,5,6,2,199
10494980,3689589,Entire home/apt,Santa Monica,24,5,2,1,197
6292110,9896419,Entire home/apt,Santa Monica,50,5,4,1,199
15420679,57577449,Entire home/apt,Santa Monica,3,4.5,2,0,189
12807280,30442651,Entire home/apt,Santa Monica,70,5,6,2,199
16178501,94625198,Entire home/apt,Santa Monica,1,0,3,1,191
16136701,13070993,Entire home/apt,Santa Monica,0,0,4,2,200
15589787,91181923,Entire home/apt,Venice,2,0,6,2,200
683670,3485266,Entire home/apt,Santa Monica,34,4.5,6,2,200
13111595,72424490,Entire home/apt,Santa Monica,1,0,4,1,189
11101718,57658038,Entire home/apt,Santa Monica,3,4.5,2,1,200
13802032,72378243,Entire home/apt,Santa Monica,8,5,6,2,199
5241207,26585466,Entire home/apt,Santa Monica,2,0,4,1,199
13078273,39885948,Entire home/apt,Santa Monica,2,0,5,2,199
582432,2868384,Entire home/apt,Venice,11,4.5,6,2,200
9141138,47605741,Entire home/apt,Brentwood,1,0,4,2,200
808720,3772028,Entire home/apt,Santa Monica,5,5,3,2,195
1148760,493829,Entire home/apt,Venice,69,5,6,3,200
16067635,77571028,Entire home/apt,Santa Monica,0,0,5,2,185
14252438,1523670,Entire home/apt,Sawtelle,0,0,4,2,199
945124,2462981,Entire home/apt,Venice,59,5,2,1,185
13064360,72378243,Entire home/apt,Santa Monica,7,4,6,2,200
14788862,31533086,Entire home/apt,Venice,21,4.5,6,2,199
13466633,77002781,Entire home/apt,Santa Monica,3,5,6,2,200
6461609,33659101,Entire home/apt,Westwood,0,0,3,1,185
15326810,41654878,Entire home/apt,Venice,4,5,6,2,195
13936499,82854912,Entire home/apt,Venice,2,0,4,1,199
2998572,12376289,Entire home/apt,Santa Monica,24,4.5,6,2,189
12901404,66670240,Entire home/apt,Santa Monica,0,0,4,1,200
7365783,37952514,Entire home/apt,Santa Monica,20,4.5,3,0,195
16193420,33667071,Entire home/apt,Santa Monica,2,0,6,2,200
13235899,49483621,Entire home/apt,Brentwood,36,5,4,2,199
626140,2582717,Entire home/apt,Fairfax,4,5,4,2,198
15130405,80723537,Entire home/apt,West Hollywood,7,5,4,2,200
13862985,81717716,Entire home/apt,Sawtelle,17,4.5,7,2,200
12175473,65414460,Entire home/apt,Sawtelle,37,5,6,2,199
4765892,24588620,Entire home/apt,Northridge,0,0,2,1,189
4305055,21839034,Entire home/apt,Northridge,109,4.5,16,4,199
3739670,10154655,Entire home/apt,Sawtelle,5,4.5,4,2,194
1712924,9034278,Entire home/apt,Brentwood,5,5,6,2,190
16964019,68172167,Entire home/apt,Sawtelle,0,0,6,2,189
15238989,17705947,Entire home/apt,West Los Angeles,1,0,6,3,200
6514860,9039520,Entire home/apt,Tarzana,4,5,5,3,190
7710101,36904435,Entire home/apt,Brentwood,2,0,5,2,185
319707,1639287,Entire home/apt,Santa Monica,23,5,2,1,199
1620200,8619760,Entire home/apt,Sawtelle,7,5,4,2,199
7162562,24004733,Entire home/apt,Sawtelle,81,4.5,4,2,199
15028007,67990048,Entire home/apt,Sawtelle,8,4,7,2,189
16973040,68172167,Entire home/apt,Sawtelle,0,0,6,2,189
10983892,51456588,Entire home/apt,Brentwood,5,5,4,3,200
3760579,3317639,Entire home/apt,Venice,2,0,4,2,200
3861083,19924144,Entire home/apt,Pico-Robertson,3,5,4,2,198
6852871,35908096,Entire home/apt,Santa Monica,1,0,7,3,199
12184331,10154655,Entire home/apt,Sawtelle,1,0,4,2,194
15581174,93686382,Entire home/apt,Beverly Hills,1,0,8,2,183
826214,3475436,Entire home/apt,Palms,0,0,8,2,199
15693154,28644443,Entire home/apt,Palms,1,0,8,4,199
560049,2753413,Entire home/apt,Mar Vista,1,0,5,2,195
13496015,76615761,Entire home/apt,Westwood,6,5,4,2,199
12674327,11419209,Entire home/apt,Venice,6,5,6,3,195
16887118,112631764,Entire home/apt,Venice,0,0,6,2,200
11171264,58131821,Entire home/apt,Sawtelle,12,5,4,2,200
4365424,7304105,Entire home/apt,Del Rey,26,5,5,2,195
2793260,1358737,Entire home/apt,Venice,24,5,4,2,200
12579094,68218269,Entire home/apt,Culver City,7,4.5,4,2,185
15085958,27488159,Entire home/apt,Sawtelle,5,5,6,3,200
489979,2073482,Entire home/apt,Venice,30,5,3,2,199
15717015,101522850,Entire home/apt,Mar Vista,2,0,4,2,200
5797401,30078764,Entire home/apt,Venice,1,0,3,2,200
6770074,2034417,Entire home/apt,Sawtelle,14,4.5,4,2,200
32963,142776,Entire home/apt,Culver City,8,5,4,2,190
7073476,5955593,Entire home/apt,Venice,33,5,4,2,185
15857862,880382,Entire home/apt,Venice,9,5,6,3,195
601049,1037820,Entire home/apt,Venice,57,4.5,3,1,189
6128739,31658529,Entire home/apt,Sawtelle,15,4.5,4,2,200
15464828,45472863,Entire home/apt,Westwood,11,5,5,2,200
15449261,98822405,Entire home/apt,Westwood,1,0,5,2,195
638963,2948491,Entire home/apt,Beverly Crest,67,4.5,6,2,199
8274122,43629107,Entire home/apt,West Los Angeles,1,0,7,3,185
12734158,11887531,Entire home/apt,Sawtelle,8,5,4,2,200
13555468,78070387,Entire home/apt,Beverly Hills,0,0,2,1,200
14840836,45472863,Entire home/apt,Westwood,7,4.5,5,2,185
15449582,98822405,Entire home/apt,Westwood,0,0,5,2,195
3517289,17218112,Entire home/apt,Mar Vista,65,5,4,1,199
6387500,8270945,Entire home/apt,Culver City,1,0,8,3,184
4422840,16644427,Entire home/apt,Mar Vista,17,4.5,6,3,185
2241618,3394121,Entire home/apt,Beverly Hills,15,5,2,1,200
6834616,11806191,Entire home/apt,Palms,8,4.5,6,2,200
10571936,20477357,Entire home/apt,Westwood,0,0,3,1,199
15775922,81717716,Entire home/apt,Palms,0,0,6,2,196
14854617,45472863,Entire home/apt,Westwood,8,5,5,2,200
16532013,76615761,Entire home/apt,Westwood,0,0,5,2,199
13433094,76615761,Entire home/apt,Westwood,11,5,5,2,199
15484538,67990048,Entire home/apt,Westwood,2,0,6,3,199
3968522,20017206,Entire home/apt,Sawtelle,20,5,3,1,199
7423809,38889161,Entire home/apt,Westwood,2,0,2,1,199
12796473,26551793,Entire home/apt,Palms,2,0,5,2,195
15581116,98822405,Entire home/apt,Westwood,1,0,5,2,190
15449773,98822405,Entire home/apt,Westwood,1,0,5,2,195
15395026,45472863,Entire home/apt,Westwood,3,5,5,2,200
17189319,103854633,Entire home/apt,Century City,1,0,5,2,185
17188490,103854633,Entire home/apt,Century City,1,0,6,2,185
12956823,67990048,Entire home/apt,Westwood,16,4,5,2,189
11343345,58056241,Entire home/apt,Westwood,2,0,4,1,195
15566779,98822405,Entire home/apt,Westwood,0,0,5,2,190
16855668,58056241,Entire home/apt,Westwood,0,0,3,1,195
729831,3793818,Entire home/apt,Mar Vista,144,4.5,8,3,200
15585473,45472863,Entire home/apt,Westwood,4,5,5,2,195
15567156,98822405,Entire home/apt,Westwood,1,0,3,1,190
15399503,45472863,Entire home/apt,Westwood,2,0,5,2,195
8524493,18883694,Entire home/apt,Westwood,3,5,4,1,195
13527522,76615761,Entire home/apt,Westwood,11,5,5,2,199
15287376,10154655,Entire home/apt,Westwood,0,0,4,2,194
13157326,67990048,Entire home/apt,Westwood,14,4,9,3,200
3794190,19472149,Entire home/apt,Sawtelle,45,4.5,6,2,188
2740108,4219994,Entire home/apt,West Los Angeles,4,5,2,1,185
3323987,16644446,Entire home/apt,Hollywood,0,0,4,1,199
2988663,1271016,Entire home/apt,Beverly Crest,15,4.5,6,3,200
1892721,9838127,Entire home/apt,Sherman Oaks,3,4.5,4,2,200
395221,1939242,Entire home/apt,Beverly Hills,16,5,3,1,190
4719647,24380675,Entire home/apt,Studio City,5,5,4,2,185
17300196,116718862,Entire home/apt,Westwood,0,0,3,1,185
15694689,49386735,Entire home/apt,Westwood,7,5,6,2,199
9134702,3867015,Entire home/apt,Beverly Hills,22,5,3,1,199
13717006,80157493,Entire home/apt,Beverly Hills,1,0,6,3,195
10835616,40740211,Entire home/apt,Koreatown,0,0,5,1,189
9554442,4461683,Entire home/apt,Silver Lake,1,0,3,1,200
12848633,63137484,Entire home/apt,Valley Glen,0,0,5,3,190
17535839,24079920,Entire home/apt,North Hollywood,0,0,6,2,189
6401214,33379577,Entire home/apt,Venice,40,5,6,3,189
16464951,2382974,Entire home/apt,Playa Vista,2,0,2,1,185
13418981,9377745,Entire home/apt,Venice,34,5,6,2,200
8508295,16443412,Entire home/apt,Venice,19,5,4,0,195
12756287,60682145,Entire home/apt,Brentwood,2,0,2,1,200
13983905,9673316,Entire home/apt,Santa Monica,1,0,4,2,200
2977386,4517637,Entire home/apt,Santa Monica,61,5,2,1,200
7651638,19977865,Entire home/apt,Venice,29,5,2,1,195
6807686,35630045,Entire home/apt,Brentwood,0,0,4,2,199
11376136,57018721,Entire home/apt,Venice,12,4.5,4,2,186
15999154,7978870,Entire home/apt,Venice,8,5,4,1,200
10136569,6468700,Entire home/apt,Venice,4,5,4,1,189
9596985,19511713,Entire home/apt,Venice,34,5,4,0,197
4074201,2782737,Entire home/apt,Venice,50,5,4,0,185
15467013,87679848,Entire home/apt,Playa Vista,12,5,4,1,200
9534064,49386735,Entire home/apt,Westwood,25,5,6,2,185
9905231,50934602,Entire home/apt,Venice,0,0,2,1,195
17600767,97303284,Entire home/apt,Santa Monica,0,0,3,1,185
2440020,1535430,Entire home/apt,Brentwood,52,4.5,3,1,185
3761519,2854160,Entire home/apt,Mar Vista,138,5,6,2,199
17602719,97303284,Entire home/apt,Santa Monica,0,0,3,1,195
14994676,12990835,Entire home/apt,Redondo Beach,0,0,5,2,200
2824012,14446763,Entire home/apt,Manhattan Beach,7,4.5,4,2,200
11098248,34111818,Entire home/apt,Torrance,15,5,7,3,199
14082339,47326931,Entire home/apt,Hawthorne,0,0,7,3,199
17406384,117691850,Entire home/apt,Redondo Beach,1,0,4,2,183
13657039,79342700,Entire home/apt,Redondo Beach,0,0,4,2,195
15903906,102542635,Entire home/apt,Redondo Beach,4,5,6,3,199
15020200,24004733,Entire home/apt,Manhattan Beach,25,5,4,2,199
17122821,6336974,Entire home/apt,Redondo Beach,0,0,4,2,199
13418291,24004733,Entire home/apt,Manhattan Beach,31,5,4,2,199
11945487,4187024,Entire home/apt,Pico-Robertson,0,0,9,2,189
8862249,46392060,Entire home/apt,Westchester,0,0,4,1,185
16338816,22664273,Entire home/apt,Culver City,0,0,2,2,200
1823163,9544205,Entire home/apt,Culver City,19,5,3,1,200
14870958,63931415,Entire home/apt,Westchester,1,0,10,1,199
17300959,17382953,Entire home/apt,Westchester,0,0,5,2,185
6155680,31933419,Entire home/apt,Silver Lake,0,0,4,2,200
2222961,11342487,Entire home/apt,Downtown,15,4.5,4,1,185
14658102,91047271,Entire home/apt,Downtown,3,3.5,4,1,195
12685516,17896748,Entire home/apt,Echo Park,0,0,6,2,200
7897777,41641024,Entire home/apt,Downtown,0,0,2,1,200
8309167,7695788,Entire home/apt,Echo Park,0,0,4,0,200
16032126,104022679,Entire home/apt,Downtown,12,4.5,6,2,200
9348516,5038517,Entire home/apt,North Hollywood,0,0,1,1,200
13030363,11479430,Entire home/apt,Hollywood Hills,2,0,4,2,200
12274905,66130865,Entire home/apt,Hollywood Hills,21,5,3,1,199
14530745,64459874,Entire home/apt,North Hollywood,0,0,5,2,190
13683892,35246038,Entire home/apt,Hollywood,1,0,5,3,199
2122866,6397101,Entire home/apt,Hollywood,9,5,4,2,197
15209535,59219671,Entire home/apt,Hollywood,0,0,5,2,200
573036,2819619,Entire home/apt,Hollywood,32,5,6,1,191
4597040,7836717,Entire home/apt,Hollywood,42,5,6,2,195
11365364,41332659,Entire home/apt,Hollywood,12,5,5,1,185
5348264,2596519,Entire home/apt,Windsor Square,1,0,3,0,195
15477603,25809041,Entire home/apt,Los Feliz,0,0,3,1,200
16085238,104832569,Entire home/apt,Hollywood,2,0,4,1,199
17250557,89155282,Entire home/apt,Hollywood,0,0,5,2,187
13561897,49754887,Entire home/apt,Hollywood,19,4,16,3,195
5248997,11854515,Entire home/apt,Hollywood,31,4.5,8,3,185
8327769,43900391,Entire home/apt,Fairfax,21,4.5,5,2,199
2653530,7836717,Entire home/apt,Hollywood Hills,57,5,6,2,195
9978671,14658837,Entire home/apt,Hollywood,0,0,3,1,200
6199734,12643020,Entire home/apt,Hollywood,43,5,2,1,187
17143050,114909077,Entire home/apt,Hollywood,0,0,6,1,185
6385255,16718741,Entire home/apt,Hollywood,79,4.5,7,2,200
13508243,42872549,Entire home/apt,Hollywood Hills West,5,4.5,4,0,189
1476694,3654259,Entire home/apt,Echo Park,89,4.5,11,3,200
15987979,38727799,Entire home/apt,Hollywood,9,4.5,7,2,199
4663197,24128984,Entire home/apt,Mid-Wilshire,60,5,4,2,195
16897716,112763956,Entire home/apt,Hollywood Hills,0,0,2,1,200
15844809,21053971,Entire home/apt,Hollywood,16,5,5,2,187
10684184,50596454,Entire home/apt,Hollywood,50,4.5,7,2,199
2089370,10664686,Entire home/apt,Echo Park,14,4.5,5,2,200
3767699,3324376,Entire home/apt,Downtown,118,5,6,2,185
7478426,2918489,Entire home/apt,Hollywood,45,4.5,10,1,199
654663,2955215,Entire home/apt,Fairfax,125,4.5,3,1,200
11592614,32568598,Entire home/apt,Fairfax,5,4.5,5,2,200
8227126,35248535,Entire home/apt,Hollywood,137,5,8,1,200
13222474,74190183,Entire home/apt,Hollywood,1,0,5,2,190
16126184,26637632,Entire home/apt,Hollywood Hills,0,0,6,2,200
13395734,21053971,Entire home/apt,Hollywood Hills,41,5,4,2,184
9250813,41677178,Entire home/apt,Hollywood Hills,20,5,4,1,195
13165929,35946004,Entire home/apt,Downtown,23,4.5,8,2,200
1898747,9862811,Entire home/apt,Silver Lake,86,5,5,2,189
16002782,104026109,Entire home/apt,Hollywood,6,5,4,1,199
17445485,98993071,Entire home/apt,East Hollywood,0,0,4,1,184
1456296,7548484,Entire home/apt,Venice,7,5,5,2,195
17476750,1467946,Entire home/apt,Venice,0,0,4,1,199
13239767,12112287,Entire home/apt,Venice,0,0,6,2,200
16662322,1458653,Entire home/apt,Venice,1,0,5,2,200
13510607,1694734,Entire home/apt,Venice,7,4.5,4,3,200
4863269,24775866,Entire home/apt,Venice,28,5,2,1,200
14773658,260228,Entire home/apt,Marina del Rey,7,5,6,2,199
4359923,22632653,Entire home/apt,Venice,0,0,4,0,200
4839620,5408882,Entire home/apt,Venice,5,4.5,2,1,200
3544508,13875405,Entire home/apt,Venice,12,5,2,1,199
9884357,45378198,Entire home/apt,Venice,0,0,2,1,200
16308454,30283594,Entire home/apt,Marina del Rey,0,0,3,1,200
9345054,48499852,Entire home/apt,Venice,4,5,2,1,195
8597990,25339005,Entire home/apt,Marina del Rey,0,0,4,1,200
15805312,72009130,Entire home/apt,Venice,2,0,6,2,199
12889497,70555921,Entire home/apt,Playa del Rey,5,4,6,2,195
522065,2567453,Entire home/apt,Venice,22,5,3,1,200
5353347,18672085,Entire home/apt,Venice,5,5,3,2,195
3713173,18867943,Entire home/apt,Marina del Rey,1,0,2,1,195
3060957,335465,Entire home/apt,Venice,34,5,4,1,189
15565766,100260129,Entire home/apt,Venice,1,0,5,2,185
